GeneSymbol	GeneID	GI
PPIL2	23759	gi|22547212
DMKN	93099	gi|298566204
FCAR	2204	gi|4503673
VPS13A	23230	gi|66346672
AIFM3	150209	gi|21389617
ACOX3	8310	gi|156104866
SCFD1	23256	gi|33469966
BLNK	29760	gi|386268028
RGS19	10287	gi|86990435
C16orf92	146378	gi|157817280
CBFA2T2	9139	gi|74229008
FAM160A1	729830	gi|158341646
VPS29	51699	gi|17402912
CCL28	56477	gi|22538811
IFI6	2537	gi|13259548
RBBP7	5931	gi|311078508
ALDH4A1	8659	gi|25777736
CD1A	909	gi|110618224
THAP10	56906	gi|9910354
RPL17	6139	gi|313569776
BRD2	6046	gi|313747417
NCOA7	135112	gi|313850978
HPRT1	3251	gi|4504483
NDUFA4	4697	gi|4505357
FAM189B	10712	gi|38146116
GATSL2	729438	gi|222831645
COG2	22796	gi|6678676
EYA3	2140	gi|26667243
CCPG1	9236	gi|325053640
SLC50A1	55974	gi|170932485
FAM170A	340069	gi|255683311
CELF4	56853	gi|187761301
MED18	54797	gi|188219520
MRVI1	10335	gi|332634596
HAAO	23498	gi|188497625
CDH13	1012	gi|333944020
TEX261	113419	gi|42518076
SLC35B2	347734	gi|30026034
ARHGEF35	445328	gi|270265795
KLHL13	90293	gi|269973865
MTERFD1	51001	gi|34147676
PCDH11X	27328	gi|14589918
ISOC2	79763	gi|209969697
GNRH1	2796	gi|133908612
DBNDD2	55861	gi|115299760
BCL6B	255877	gi|32469511
MIB2	142678	gi|282394032
FAM122C	159091	gi|283046661
PYCR2	29920	gi|410991931
MIIP	60672	gi|70778869
GALK2	2585	gi|4503897
ZNF573	126231	gi|289577063
RPRD1A	55197	gi|21361709
ZNF490	57474	gi|29789112
ARHGEF9	23229	gi|291045194
NDST3	9348	gi|4758766
EVL	51466	gi|7706687
SAMD8	142891	gi|292658773
SLC17A2	10246	gi|5031955
TMEM63B	55362	gi|55769589
MCOLN3	55283	gi|24496763
ASAP3	55616	gi|221307473
COX6A1	1337	gi|17999528
RHCG	51458	gi|7706683
PPIL2	23759	gi|22547215
DMKN	93099	gi|298566206
ENTHD2	146705	gi|21389577
MRPS35	60488	gi|16950603
ZMYND12	84217	gi|226246519
AIFM3	150209	gi|65787454
RPL19	6143	gi|4506609
RSRC2	65117	gi|38146107
RPL38	6169	gi|78214522
ARL5A	26225	gi|82546838
CSAG1	158511	gi|156547151
EIF4H	7458	gi|14702180
PCDH11Y	83259	gi|14589944
KCNK7	10089	gi|16118231
HRASLS5	117245	gi|226491950
CBFA2T2	9139	gi|89353295
IFI6	2537	gi|13259550
BRCA1	672	gi|6552299
CDK10	8558	gi|237858580
NEUROD2	4761	gi|98986461
CASC3	22794	gi|15721939
ALDH4A1	8659	gi|238859541
C9orf16	79095	gi|13129128
RPL17	6139	gi|313569778
BRD2	6046	gi|313747419
LHX1	3975	gi|30410785
FAM189B	10712	gi|38146118
CERKL	375298	gi|41680688
CCPG1	9236	gi|325053642
UBA7	7318	gi|38045948
CELF4	56853	gi|187761303
MRVI1	10335	gi|332634626
CDCA3	83461	gi|13876384
CNTFR	1271	gi|333108228
PDRG1	81572	gi|18079254
GALE	2582	gi|189083684
ZFP1	162239	gi|119226229
PCDH11X	27328	gi|14589920
LTV1	84946	gi|21361875
SLC25A34	284723	gi|46409330
MAPK1IP1L	93487	gi|21389357
CNKSR2	22866	gi|41393057
MS4A4A	51338	gi|23110995
MIB2	142678	gi|282394034
RIMBP2	23504	gi|140561070
ANKRD18A	253650	gi|283549153
IGFL2	147920	gi|205361122
XKR8	55113	gi|24431977
DEGS2	123099	gi|207113139
GALK2	2585	gi|48527957
PRRC1	133619	gi|18677735
ZNF573	126231	gi|289577065
TXN2	25828	gi|21361403
TTC39C	125488	gi|116256462
FAM178A	55719	gi|209915547
GRAMD1A	57655	gi|92110010
RASGRF2	5924	gi|38505170
ATP5G1	516	gi|50659069
ARHGEF9	23229	gi|7662108
GABPB2	126626	gi|21389427
CCDC15	80071	gi|144922720
RAP1B	5908	gi|58219792
MCOLN3	55283	gi|358679303
PARP8	79668	gi|295844832
RAB3D	9545	gi|4759000
TMCO1	54499	gi|371872752
TMEM184A	202915	gi|148276981
DMKN	93099	gi|298566208
LRRC43	254050	gi|148664213
DPT	1805	gi|32307172
MRPS35	60488	gi|300068923
FCAR	2204	gi|19743857
PRODH2	58510	gi|10864043
KAT8	84148	gi|226371636
AIFM3	150209	gi|226437568
SSR3	6747	gi|6005884
ZC3H3	23144	gi|155722994
SERINC4	619189	gi|384475530
PCDH11Y	83259	gi|14589946
BRI3	25798	gi|7661538
EMX1	2016	gi|94536800
CRCP	27297	gi|7656977
CCDC174	51244	gi|108773808
MFSD7	84179	gi|31542731
ZNF674	641339	gi|226371655
GOLGA8B	440270	gi|195947367
PRR5L	79899	gi|237757356
ZNF816	125893	gi|320461556
RAD9B	144715	gi|169234617
MRPL17	63875	gi|11596859
PEX11G	92960	gi|18087833
XPO6	23214	gi|46049063
CYP4F12	66002	gi|333033782
B4GALT6	9331	gi|190570165
LOC100289561	100289561	gi|337298392
NUDCD3	23386	gi|122939165
STK33	65975	gi|23943882
FBF1	85302	gi|122937382
GZMA	3001	gi|5453676
TOMM20L	387990	gi|46409384
KLHL13	90293	gi|269973869
PCDH11X	27328	gi|14589922
SMCR7	125170	gi|222080058
DBNDD2	55861	gi|308199478
CNKSR2	22866	gi|281306725
SPANXD	64648	gi|14192939
HAUS7	55559	gi|66346717
PRKAG3	53632	gi|47132577
GPR37L1	9283	gi|134244291
MS4A4A	51338	gi|20070328
MIB2	142678	gi|282394036
PRKCG	5582	gi|13384594
EFCAB9	285588	gi|283945484
CDKN2AIP	55602	gi|8923040
RBBP9	10741	gi|24119166
VANGL1	81839	gi|289547194
HSD17B3	3293	gi|4557649
CAMKK1	84254	gi|27437011
TTC39C	125488	gi|209862743
GRAMD1A	57655	gi|209969686
TMCC1	23023	gi|190014610
MS4A6A	64231	gi|351721142
CPNE6	9362	gi|5174421
PP2D1	151649	gi|358030299
EPC1	80314	gi|433282967
IFT81	28981	gi|34147403
NAGK	55577	gi|295844834
SRBD1	55133	gi|221136781
FARP2	9855	gi|7662310
PRICKLE3	4007	gi|7710129
TMCO1	54499	gi|371872778
DMKN	93099	gi|298566210
NBPF9	400818	gi|476007874
CYC1	1537	gi|21359867
FH	2271	gi|19743875
PSMD14	10213	gi|5031981
CDK11A	728642	gi|148763347
USP39	10713	gi|376319199
GPR87	53836	gi|224586796
KAT8	84148	gi|226371638
ZNF226	7769	gi|74027276
L3MBTL3	84456	gi|55770870
DYNC1LI1	51143	gi|166795297
PCGF5	84333	gi|380036033
SCFD1	23256	gi|33469978
SERINC4	619189	gi|384475532
SPEN	23013	gi|14790190
GTPBP6	8225	gi|304435905
EPB41L4A	64097	gi|87042275
BRI3	25798	gi|227452379
CRCP	27297	gi|100913026
NCOA7	135112	gi|313850981
CPT1C	126129	gi|209862905
CT47B1	643311	gi|224591404
DAAM2	23500	gi|40548415
CHPF	79586	gi|27545323
CERKL	375298	gi|71896723
SSBP4	170463	gi|14249150
PAPL	390928	gi|228008321
UBN2	254048	gi|236459851
ZNF695	57116	gi|323635446
TM4SF19	116211	gi|115511028
SRSF9	8683	gi|4506903
PEX11G	92960	gi|395627636
DNTTIP1	116092	gi|16418441
JAKMIP2	9832	gi|400759985
EIF2B2	8892	gi|7657058
C19orf44	84167	gi|14149902
KRT6B	3854	gi|119703753
RCC1	1104	gi|114796642
KLHL13	90293	gi|269973871
UBXN1	51035	gi|21361517
RNF220	55182	gi|46397375
CECR2	27443	gi|148612882
CDCA7	83879	gi|22027514
SAP25	100316904	gi|284004891
CNKSR2	22866	gi|281306727
MS4A4A	51338	gi|343098442
MIB2	142678	gi|282394038
ZDHHC4	55146	gi|197304690
HLA-DMA	3108	gi|18765715
VANGL1	81839	gi|289547198
TTLL5	23093	gi|50658079
TMCC1	23023	gi|190014612
SYT2	127833	gi|211059429
FKBP6	8468	gi|146229346
HSD3B7	80270	gi|218563686
KIF27	55582	gi|30794488
IFT81	28981	gi|219555661
ZDHHC18	84243	gi|45433499
GYG2	8908	gi|296040440
ESYT1	23344	gi|14149680
SARNP	84324	gi|32129199
C17orf85	55421	gi|166295179
TMCO1	54499	gi|371872799
SIRPB1	10326	gi|144953878
DMKN	93099	gi|186928831
ASB5	140458	gi|18254476
CDK11A	728642	gi|148763345
USP39	10713	gi|376319201
C17orf72	92340	gi|300388156
BTBD9	114781	gi|151108413
LYNX1	66004	gi|29294643
HNMT	3176	gi|5901970
FCGBP	8857	gi|154146262
BBS9	27241	gi|38569432
PARD6B	84612	gi|62955042
POLR3E	55718	gi|8922477
COASY	80347	gi|205277394
TMEM184B	25829	gi|303519415
SNX21	90203	gi|15553099
ZFYVE16	9765	gi|157426866
FBXO33	254170	gi|42558258
KIFC3	3801	gi|94536858
RBM12	10137	gi|312032348
CRCP	27297	gi|100913028
ST3GAL5	8869	gi|109633044
SH3BGRL3	83442	gi|13775198
MRPL12	6182	gi|27436901
CEP97	79598	gi|31377705
CLCNKA	1187	gi|112382220
CLTCL1	8218	gi|242246985
SYTL2	54843	gi|46255062
GAGE12E	729431	gi|148529003
RNF6	6049	gi|34305295
DAAM2	23500	gi|319738616
CERKL	375298	gi|71896725
MRPL18	29074	gi|21265080
RSPH3	83861	gi|31543559
TM4SF19	116211	gi|325974475
TMPRSS5	80975	gi|170932492
AAAS	8086	gi|12962937
CPN2	1370	gi|256217721
WDR46	9277	gi|256773176
ZNF14	7561	gi|38045952
SEC23A	10484	gi|38202214
HNRNPK	3190	gi|14165435
GLUD1	2746	gi|4885281
DHRS7C	201140	gi|157739938
C17orf75	64149	gi|45505147
ZNF124	7678	gi|42733608
MAGEA3	4102	gi|4885467
PCDH11X	27328	gi|270288725
POMZP3	22932	gi|111160500
NSG1	27065	gi|91932788
NLE1	54475	gi|62234438
TXLNG	55787	gi|281182404
CNKSR2	22866	gi|281306729
GID4	79018	gi|23111007
LRRC8D	55144	gi|197333706
ATP11C	286410	gi|40316839
PSMG4	389362	gi|209364534
ZNF749	388567	gi|146198876
DSCR3	10311	gi|5174425
RAP1B	5908	gi|354459352
NPM3	10360	gi|6857818
SIX2	10736	gi|219275578
KIF27	55582	gi|429535822
ESYT1	23344	gi|296317244
ZCCHC6	79670	gi|297307111
PDE6B	5158	gi|223718019
NBPF9	400818	gi|476007878
GAMT	2593	gi|4503909
USP39	10713	gi|376319203
SYDE2	84144	gi|149274655
C17orf72	92340	gi|300388158
BTBD9	114781	gi|151108435
PRR15	222171	gi|28557711
SPANXC	64663	gi|13435137
UNC5CL	222643	gi|301500656
BBS9	27241	gi|38569434
ZNF672	79894	gi|13376247
POLR3E	55718	gi|384475535
HMBS	3145	gi|384551654
TMEM184B	25829	gi|303519441
ZNF622	90441	gi|15529978
IFT122	55764	gi|16554623
FAM175A	84142	gi|109148531
CLCNKA	1187	gi|112382222
SYTL2	54843	gi|46255064
TULP2	7288	gi|238859545
CERKL	375298	gi|71896711
SSBP4	170463	gi|58218984
FAM171A2	284069	gi|222831660
ECM1	1893	gi|322302700
FCGR2C	9103	gi|126116592
MRPL16	54948	gi|8923448
TM4SF19	116211	gi|325974477
STX7	8417	gi|170932494
ARL10	285598	gi|27734809
WDR46	9277	gi|256773178
AJUBA	84962	gi|14249622
RPL18	6141	gi|395132436
CXCL17	284340	gi|38348270
GDPGP1	390637	gi|116642895
HNRNPK	3190	gi|14165439
KLF7	8609	gi|4507829
NUP43	348995	gi|38605733
NR2C1	7181	gi|73808084
KLHL20	27252	gi|40807500
NACA	4666	gi|333033787
C22orf23	84645	gi|333470694
DHRS7C	201140	gi|333944028
DCAKD	79877	gi|191252797
MAGEA9	4108	gi|4885473
PCDH11X	27328	gi|270288727
HNRNPUL1	11100	gi|21536326
RNF126	55658	gi|37622894
DBNDD2	55861	gi|308199480
C6orf165	154313	gi|72534780
KLHL30	377007	gi|284413702
AKR1B1	231	gi|4502049
NCCRP1	342897	gi|47825361
ATP11C	286410	gi|58331222
C3orf67	200844	gi|38348244
FAM166A	401565	gi|48717426
ANKRD9	122416	gi|22748713
GDPD3	79153	gi|146198640
ENOX2	10495	gi|32528293
CMKLR1	1240	gi|215272321
PCP2	126006	gi|68299799
KIF27	55582	gi|429535824
CDYL	9425	gi|221307494
GYG2	8908	gi|296040445
ZFP69B	65243	gi|296317246
ANKRD62	342850	gi|472339087
DMKN	93099	gi|298566214
CLEC4A	50856	gi|7705338
GAMT	2593	gi|20336212
ZNF416	55659	gi|33859678
USP39	10713	gi|376319206
ATP10B	23120	gi|149944474
HNMT	3176	gi|66932965
RNASE7	84659	gi|153252081
BCMO1	53630	gi|74027270
BBS9	27241	gi|75905801
GPD1	2819	gi|33695088
EVPL	2125	gi|156104874
POLR3E	55718	gi|384475537
HMBS	3145	gi|384551656
NRAP	4892	gi|46049092
IFT122	55764	gi|16554625
CYTH1	9267	gi|4758964
CPT1C	126129	gi|315221119
SYTL2	54843	gi|46255066
CERKL	375298	gi|237757361
FAM161A	84140	gi|320089540
HLA-DRB3	3125	gi|17986005
UGT2B10	7365	gi|4507817
GMEB1	10691	gi|13435377
AKAP11	11215	gi|7706457
SLC16A8	23539	gi|114796626
LIMS3L	100288695	gi|328683461
AJUBA	84962	gi|37675280
ZNF208	7757	gi|256418948
ANKRD17	26057	gi|38683807
C22orf23	84645	gi|333470696
C2orf48	348738	gi|32699062
SIRT5	23408	gi|6912664
ESRP2	80004	gi|45935393
PCDH11X	27328	gi|270288729
NEK6	10783	gi|261244927
CYB5D2	124936	gi|21389421
TEKT4	150483	gi|21389613
FAM222A	84915	gi|283135124
ARHGAP21	57584	gi|203097003
HSF2	3298	gi|4758568
C10orf32	119032	gi|209969692
CCDC79	283847	gi|211059433
PCNXL4	64430	gi|145580590
SH2D4A	63898	gi|292658783
FURIN	5045	gi|4505579
TCEAL1	9338	gi|55749424
CA14	23632	gi|6912284
PCP2	126006	gi|425905335
TTC40	54777	gi|359385708
GYG2	8908	gi|296040447
ZNF540	163255	gi|288557351
C16orf54	283897	gi|148233642
DMKN	93099	gi|298566216
CLEC4A	50856	gi|148536836
C1orf162	128346	gi|28827822
CBR4	84869	gi|40254992
FAM210A	125228	gi|149408153
FCAR	2204	gi|19743859
ZNF181	339318	gi|224586802
EPM2A	7957	gi|11321613
SAT2	112483	gi|19424126
FBXO43	286151	gi|117606351
BBS9	27241	gi|75905803
GPD1	2819	gi|380714668
YBX2	51087	gi|156415990
ARL4D	379	gi|41327767
POLR3E	55718	gi|384475539
RFX6	222546	gi|258547126
NRAP	4892	gi|46049105
ANKDD1A	348094	gi|96975023
ST3GAL5	8869	gi|109633046
CYTH1	9267	gi|110349763
PPP1R8	5511	gi|13699256
SYTL2	54843	gi|46255068
CABIN1	23523	gi|313151181
KIAA1644	85352	gi|150010659
NR1D2	9975	gi|224177491
PATL2	197135	gi|223278366
HSD17B1	3292	gi|223718074
MRPL15	29088	gi|7661806
UGT2B10	7365	gi|221219059
POP5	51367	gi|20270249
HS3ST6	64711	gi|116089312
CCDC111	201973	gi|22749373
SIRT5	23408	gi|13787215
PCDH11X	27328	gi|270288731
C2orf15	150590	gi|21389621
C9orf78	51759	gi|7706557
MSANTD3	91283	gi|311771727
CHKA	1119	gi|47078276
PPIL3	53938	gi|19557636
HSF2	3298	gi|207113147
GPIHBP1	338328	gi|30794264
HGFAC	3083	gi|4504383
LANCL1	10314	gi|212274477
SH3TC1	54436	gi|145386551
SH2D4A	63898	gi|292658785
WSCD2	9671	gi|55749667
OSTM1	28962	gi|30025026
GHDC	84514	gi|217330592
KLHDC1	122773	gi|26190616
ZNF540	163255	gi|288557353
NGLY1	55768	gi|223941803
DMKN	93099	gi|298566218
CLEC4A	50856	gi|37577117
MGLL	11343	gi|6005786
SKIDA1	387640	gi|148762982
CEP78	84131	gi|149274651
FCAR	2204	gi|19743861
IFITM2	10581	gi|151101191
DIEXF	27042	gi|75677335
AACS	65985	gi|31982927
POLR3E	55718	gi|384475541
FAM120C	54954	gi|157388908
NRAP	4892	gi|387762608
CD79B	974	gi|90193592
INCENP	3619	gi|102467242
AMMECR1L	83607	gi|312433966
COLGALT1	79709	gi|31377697
NDUFB5	4711	gi|4505363
SYTL2	54843	gi|244790013
CAPS2	84698	gi|166795238
GORASP2	26003	gi|29826294
CLEC4C	170482	gi|45580692
NR1D2	9975	gi|224177493
PAAF1	80227	gi|13376751
XRRA1	143570	gi|150378449
MRPL20	55052	gi|26638657
GMEB1	10691	gi|13435375
PSMC2	5701	gi|4506209
TCTEX1D2	255758	gi|229090471
NRTN	4902	gi|4758826
SYCP2	10388	gi|38373673
ANKRD17	26057	gi|38683816
NDUFAB1	4706	gi|4826852
ACSL1	2180	gi|40807491
CCT7	10574	gi|5453607
IRX6	79190	gi|42544241
CERCAM	51148	gi|193788560
SIRT5	23408	gi|300795542
PGM2	55276	gi|63055049
SCN3A	6328	gi|126362949
RNF121	55298	gi|21361732
IDI2	91734	gi|15147242
DOK4	55715	gi|20070302
UBL3	5412	gi|6005928
SYCP2L	221711	gi|281306733
CHKA	1119	gi|47078278
KCNE4	23704	gi|415703214
TRIM24	8805	gi|47419909
PRPSAP2	5636	gi|4506133
SH3GLB2	56904	gi|9910352
PPIL3	53938	gi|14277126
HDHD1	8226	gi|207113149
FAM150A	389658	gi|46409458
ATP1B4	23439	gi|6912256
DNAAF2	55172	gi|145580588
ACAD11	84129	gi|38505218
PCBP4	57060	gi|291575150
ZNF768	79724	gi|146198654
GOLGA5	9950	gi|30260188
RAP1B	5908	gi|354459354
TUSC2	11334	gi|6005760
PARS2	25973	gi|34303926
NBEAL2	23218	gi|149944548
NUP188	23511	gi|62955803
TRDN	10345	gi|365192558
CLEC4A	50856	gi|37577119
MGLL	11343	gi|51242953
CEP78	84131	gi|149274621
FCAR	2204	gi|19743863
TUBB1	81027	gi|13562114
RPS16	6217	gi|4506691
TMEM180	79847	gi|45439365
L3MBTL3	84456	gi|55770872
ZNF747	65988	gi|13027594
GNG8	94235	gi|15147246
FBXL18	80028	gi|157426875
PLEKHA5	54477	gi|307219192
PANX2	56666	gi|237757297
INCENP	3619	gi|102467235
PDCD2	5134	gi|21735592
CAND2	23066	gi|112420977
SYTL2	54843	gi|244790016
UGGT2	55757	gi|238859593
PIM3	415116	gi|224591416
GORASP2	26003	gi|319803020
BLVRB	645	gi|4502419
SCEL	8796	gi|238908497
XRRA1	143570	gi|393202557
MRPL24	79590	gi|22035590
KLF16	83855	gi|13994287
PSMC2	5701	gi|325053652
STK39	27347	gi|115430252
POP5	51367	gi|38016922
ZFR	51663	gi|34101286
MAGEB1	4112	gi|29171711
ZNF281	23528	gi|6912752
ITGB3BP	23421	gi|27597075
SPATA25	128497	gi|18129630
CCT7	10574	gi|58331185
FRYL	285527	gi|119874201
LEMD3	23592	gi|7706607
MTX3	345778	gi|267844826
DR1	1810	gi|4503381
SIRT5	23408	gi|338827628
SCN3A	6328	gi|126362947
RTN1	6252	gi|10863935
ZFAND1	79752	gi|282847408
C3orf38	285237	gi|197333715
TRIM24	8805	gi|47419911
AMMECR1	9949	gi|284413707
PTCD3	55037	gi|38683855
TRIM41	90933	gi|42516572
SEL1L	6400	gi|19923669
ATP1B4	23439	gi|215490093
DNAAF2	55172	gi|145580586
PCBP4	57060	gi|291575148
RAP1B	5908	gi|354459356
NUDT22	84304	gi|190883480
GHDC	84514	gi|14210490
SLC35A5	55032	gi|8923657
SLC25A39	51629	gi|219555665
C6orf52	347744	gi|222537721
ELF2	1998	gi|42544172
TRDN	10345	gi|365192560
MGLL	11343	gi|375268702
KIAA1045	23349	gi|149944593
ZNF181	339318	gi|224586807
VPS13A	23230	gi|66346674
B9D2	80776	gi|226371646
NPW	283869	gi|153281202
ANGEL2	90806	gi|36030946
TIPIN	54962	gi|157388910
ZNF28	7576	gi|305682571
URM1	81605	gi|13569870
ZNF451	26036	gi|72255571
PDCD2	5134	gi|21735594
CAND2	23066	gi|241982712
PPP1R8	5511	gi|4506015
NDUFB5	4711	gi|316660907
CABIN1	23523	gi|319738622
SCEL	8796	gi|238908499
NUDT3	11165	gi|5729804
XRRA1	143570	gi|393202559
TM4SF4	7104	gi|4759240
FOXN2	3344	gi|40549454
CEP104	9731	gi|7662180
GUCA2A	2980	gi|38176149
ZNF436	80818	gi|116089280
RPL18A	6142	gi|11415026
SH2D6	284948	gi|38348280
KANK2	25959	gi|258613875
ITGB3BP	23421	gi|332078479
SPRYD7	57213	gi|20531765
CCT7	10574	gi|261399875
TANGO2	128989	gi|190570176
LEMD3	23592	gi|264681410
MTX3	345778	gi|267844828
RRAGB	10325	gi|46249395
EIF3L	51386	gi|7705433
SCN3A	6328	gi|126362955
ENSA	2029	gi|46389562
N4BP3	23138	gi|62177129
MAP7D2	256714	gi|270483740
SAC3D1	29901	gi|118918405
PNMA6A	84968	gi|187607308
GCAT	23464	gi|7657118
C10orf131	100127889	gi|201023311
LRRC23	10233	gi|5901898
KHDC1L	100129128	gi|186910188
MRPL40	64976	gi|26638659
PYDC1	260434	gi|23097246
MNS1	55329	gi|8922950
ARNTL2	56938	gi|31745180
EDF1	8721	gi|4503453
FAM90A1	55138	gi|144953905
HS3ST1	9957	gi|4826764
PAWR	5074	gi|55769533
NUDT22	84304	gi|425876782
GHDC	84514	gi|217330596
SLC25A39	51629	gi|7706306
AP1M2	10053	gi|9506797
TTC17	55761	gi|21361787
PCOLCE2	26577	gi|7019483
ZNF75D	7626	gi|41152070
ELF2	1998	gi|6857816
TRDN	10345	gi|365192563
C17orf72	92340	gi|300388164
HAUS5	23354	gi|149944680
CCDC107	203260	gi|304571937
IMP4	92856	gi|15529982
PLEKHA5	54477	gi|307219194
ZFP69	339559	gi|93004100
PFN2	5217	gi|4505751
URM1	81605	gi|209693464
BPIFA3	128861	gi|109627654
PDCD2	5134	gi|313850994
PPP1R8	5511	gi|20336239
CLTCL1	8218	gi|242247001
SYTL2	54843	gi|244790020
ZSCAN18	65982	gi|226371704
ZBTB8B	728116	gi|224591419
SCEL	8796	gi|238908501
RRP12	23223	gi|223278379
SEMA4G	57715	gi|28872814
KCNMB3	27094	gi|25952102
MS4A12	54860	gi|256600188
NHLRC3	387921	gi|61098457
GDE1	51573	gi|7706617
ARHGAP15	55843	gi|188497642
SPRYD7	57213	gi|188595645
CXADR	1525	gi|4503173
CCT7	10574	gi|261399877
RRAGB	10325	gi|46249397
EIF3L	51386	gi|339275831
SMCR7	125170	gi|222080060
MAP7D2	256714	gi|270483742
SMEK2	57223	gi|39930397
PYHIN1	149628	gi|39540514
GCAT	23464	gi|284448556
LRRC23	10233	gi|206725447
CCDC124	115098	gi|209969700
ARNTL2	56938	gi|351721418
EPT1	85465	gi|50083289
NHP2L1	4809	gi|51317376
GLOD4	51031	gi|217330598
FKBP11	51303	gi|7706131
ZDHHC21	340481	gi|30425538
MYF6	4618	gi|4505299
INPPL1	3636	gi|222136583
ZNF75D	7626	gi|297307123
LELP1	149018	gi|58082087
LAMTOR1	55004	gi|8923579
ARHGAP19	84986	gi|374093192
CKAP2	26586	gi|148664244
C3orf17	25871	gi|68299770
SNIP1	79753	gi|21314720
SLC25A12	8604	gi|21361103
FOXK1	221937	gi|82546824
TOP1MT	116447	gi|16418461
CCDC107	203260	gi|304571939
PDIA4	9601	gi|4758304
MRPS28	28957	gi|7661730
C10orf68	79741	gi|157739936
PFN2	5217	gi|16753215
RBM14-RBM4	100526737	gi|311771545
URM1	81605	gi|387942392
BPIFA3	128861	gi|109627656
TCF7L1	83439	gi|13786123
UCHL5	51377	gi|7706753
PDCD2	5134	gi|313851173
RAB36	9609	gi|31795535
GIPC3	126326	gi|18959204
RBM27	54439	gi|168229174
RRP12	23223	gi|223278381
SEMA4G	57715	gi|322302953
MMAA	166785	gi|26892295
MLX	6945	gi|24586667
MS4A12	54860	gi|256600190
NHLRC3	387921	gi|62821785
DNPH1	10591	gi|5454002
MRM1	79922	gi|40068479
DDX59	83479	gi|188035877
PEPD	5184	gi|149589008
CXADR	1525	gi|333470703
SEMA3C	10512	gi|5454048
SUV420H2	84787	gi|31543169
C5orf46	389336	gi|122114662
RAB15	376267	gi|38371739
STK10	6793	gi|126362971
NFKBIB	4793	gi|21361135
USP11	8237	gi|24234683
MAP7D2	256714	gi|270483745
PYHIN1	149628	gi|41282048
CD2BP2	10421	gi|343887347
PRPSAP2	5636	gi|345478666
FBXL8	55336	gi|22547146
GGA2	23062	gi|9558751
C8orf82	414919	gi|49169841
TRIM41	90933	gi|42516574
HN1	51155	gi|7705877
ARNTL2	56938	gi|351721450
AAK1	22848	gi|148277037
SLC30A10	55532	gi|52351208
MED25	81857	gi|50428940
ISCA2	122961	gi|160420328
FKBP11	51303	gi|219842217
LMO7	4008	gi|221316634
C1orf131	128061	gi|63497679
ELF2	1998	gi|451172083
PGAP1	80055	gi|46240862
CKAP2	26586	gi|148664201
PLK4	10733	gi|121114283
LOC100862671	100862671	gi|378744186
PHLPP2	23035	gi|65301141
TUBA8	51807	gi|9507215
IFFO1	25900	gi|302148456
DDRGK1	65992	gi|13027602
TP53I11	9537	gi|385251382
CCDC107	203260	gi|304571941
ZFP14	57677	gi|55741659
CCDC105	126402	gi|226492892
OSBPL9	114883	gi|308153255
PDDC1	347862	gi|32699045
SCN3B	55800	gi|93587332
RBM14-RBM4	100526737	gi|311771547
UCHL5	51377	gi|312922359
PDCD2	5134	gi|313850998
MYL6B	140465	gi|313851001
LRRD1	401387	gi|238908508
ILF2	3608	gi|24234747
SLC25A30	253512	gi|58197562
RPS10-NUDT3	100529239	gi|321117084
NGLY1	55768	gi|223941808
KEL	3792	gi|4557691
NMUR2	56923	gi|170932505
MLX	6945	gi|38201612
PDE11A	50940	gi|116536085
TSPY4	728395	gi|256600226
PHF2	5253	gi|117190342
AMT	275	gi|44662838
VAMP1	6843	gi|9257251
PEPD	5184	gi|260593663
CXADR	1525	gi|333470707
CHERP	10523	gi|119226260
LOC653486	653486	gi|147901293
PPM1A	5494	gi|193211600
USP32	84669	gi|22550104
TRMT61A	115708	gi|123173772
C1orf63	57035	gi|46309849
NVL	4931	gi|45643123
KRTCAP3	200634	gi|270265803
POMZP3	22932	gi|23510406
MAP7D2	256714	gi|270483747
PYHIN1	149628	gi|41282056
PRPSAP2	5636	gi|345478668
RBFA	79863	gi|285394828
HN1	51155	gi|50345294
ARNTL2	56938	gi|351721480
NUP160	23279	gi|54859722
BHLHB9	80823	gi|216547715
FKBP11	51303	gi|219842220
IFIT1B	439996	gi|58330892
PAQR6	79957	gi|24432011
ELF2	1998	gi|451172085
SCNN1G	6340	gi|42476333
ATP2A1	487	gi|10835220
KIAA1430	57587	gi|149944410
RGN	9104	gi|23111021
KCNC4	3749	gi|24497462
MRPS34	65993	gi|13027604
CCR10	2826	gi|156104886
BOLA3	388962	gi|78486586
SPRY1	10252	gi|384475548
FBXO16	157574	gi|27312027
SFI1	9814	gi|55956786
TOP1MT	116447	gi|386642873
CDH11	1009	gi|16306532
PLEKHA5	54477	gi|19923493
LRRTM1	347730	gi|86990456
DEDD	9191	gi|89353287
OSBPL9	114883	gi|308153253
RSPH4A	345895	gi|58219006
DCTN5	84516	gi|14210488
UCHL5	51377	gi|312922361
NKX6-1	4825	gi|111120318
PDCD2	5134	gi|313851003
REG3A	5068	gi|21070995
SYTL2	54843	gi|15011902
SLC15A2	6565	gi|226371746
AP2A1	160	gi|19913416
ILF2	3608	gi|392513662
RBM11	54033	gi|169234630
TRMT61B	55006	gi|222831587
ZNF92	168374	gi|23097323
PDE11A	50940	gi|116536083
CAMSAP1	157922	gi|186659512
AMT	275	gi|257796254
TMEM242	729515	gi|24431987
LOC643355	643355	gi|400529120
VAMP1	6843	gi|7657673
PEPD	5184	gi|260593665
